Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	80	110	325	325	325	7	9	7	9	7	9	1	0	3	baboon4	sandleaper4	vulture3	zealot1								baboon4	sandleaper4	vulture3	zealot1							baboon4	sandleaper4	vulture3	zealot1							snake	parrot			30	30							0	25	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	81	110	325	325	325	7	9	7	9	7	9	1	0	3	thornhulk3	swarm4	zealot2	cantor1								thornhulk3	swarm4	zealot2	cantor1							thornhulk3	swarm4	zealot2	cantor1							snake	parrot			30	30							0	25	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	23	48	73	23	81	110	325	325	325	7	9	7	9	7	9	1	0	3	vulture4	zealot3	cantor2	thornhulk3								vulture4	zealot3	cantor2	thornhulk3							vulture4	zealot3	cantor2	thornhulk3							snake	parrot			30	30							0	25	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	81	110	325	325	325	7	9	7	9	7	9	1	0	3	sandraider4	baboon5	cantor3									sandraider4	baboon5	cantor3								sandraider4	baboon5	cantor3								snake	parrot			30	30							0	25	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	82	110	325	325	325	6	8	6	8	6	8	1	0	3	cantor3	cantor3	vampire2									cantor3	cantor3	vampire2								cantor3	cantor3	vampire2								snake	parrot			30	30							0	25	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	79	110	700	700	700	4	5	4	5	4	5	1	0	3	arach3	arach4	batdemon2	sandmaggot4	arach3							arach3	arach4	batdemon2	sandmaggot4	arach3						arach3	arach4	batdemon2	sandmaggot4	arach3						minispider				30								0	29	255	Spider Cave	To The Spider Cave	A3L10	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	79	110	700	700	700	4	5	4	5	4	5	1	0	3	arach3	arach4	batdemon2	sandmaggot4	arach3							arach3	arach4	batdemon2	sandmaggot4	arach3						arach3	arach4	batdemon2	sandmaggot4	arach3						minispider				30								0	29	255	Spider Cavern	To The Spider Cavern	A3L11	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	80	110	700	700	700	5	6	5	6	5	6	1	0	3	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5							mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5						mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5						rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	81	110	700	700	700	5	5	5	5	5	5	1	0	3	bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5							bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5						bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5						rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	81	110	700	700	700	5	6	5	6	5	6	1	0	3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3				fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3			fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3			rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	82	110	700	700	700	5	5	5	5	5	5	1	0	3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3				fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3			fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3			rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	82	110	700	700	700	2	3	2	3	2	3	1	0	3	bonefetish4	bonefetish5	batdemon2	willowisp1								bonefetish4	bonefetish5	batdemon2	willowisp1							mosquito2	bonefetish5	batdemon2	willowisp1							rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	83	110	700	700	700	2	3	2	3	2	3	1	0	3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3				fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3			fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3			rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	73	23	84	110	650	650	650	6	7	6	7	6	7	1	0	3	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4							mummy4	mosquito2	batdemon3	unraveler4	bonefetish4						mummy4	mosquito2	batdemon3	unraveler4	bonefetish4						rat	rat			100	100							0	26	255	Sewers Level 1	To The Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	74	24	85	110	650	650	650	6	7	6	7	6	7	1	0	3	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4							mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4						mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4						rat	rat			100	100							0	26	255	Sewers Level 2	To The Sewers Level 2	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	84	110	990	990	990	2	2	2	2	2	2	1	0	3	brute5	corruptrogue5	arach5	vampire2								brute5	corruptrogue5	arach5	vampire2							brute5	corruptrogue5	arach5	vampire2							rat				30								0	28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	84	110	990	990	990	2	2	2	2	2	2	1	0	3	brute5	corruptrogue5	arach5	vampire2								brute5	corruptrogue5	arach5	vampire2							brute5	corruptrogue5	arach5	vampire2							rat				30								0	28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 3	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	84	110	990	990	990	2	2	2	2	2	2	1	0	3	brute5	corruptrogue5	arach5	vampire2								brute5	corruptrogue5	arach5	vampire2							brute5	corruptrogue5	arach5	vampire2							rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 4	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	85	110	990	990	990	2	2	2	2	2	2	1	0	3	clawviper5	scarab5	batdemon4	cr_archer5								clawviper5	scarab5	batdemon4	cr_archer5							clawviper5	scarab5	batdemon4	cr_archer5							rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	A3L23	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 5	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	85	110	990	990	990	2	2	2	2	2	2	1	0	3	clawviper5	scarab5	batdemon4	cr_archer5								clawviper5	scarab5	batdemon4	cr_archer5							clawviper5	scarab5	batdemon4	cr_archer5							rat				30								0	28	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 6	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	85	110	990	990	990	2	2	2	2	2	2	1	0	3	clawviper5	scarab5	batdemon4	cr_archer5								clawviper5	scarab5	batdemon4	cr_archer5							clawviper5	scarab5	batdemon4	cr_archer5							rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	A3L25	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Mephisto 1	100	2	2	21	21	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	25	50	75	25	83	110	800	800	800	5	7	5	7	5	7	1	0	3	mummy5	vampire3	blunderbore3	bonefetish5								mummy5	vampire3	blunderbore3	bonefetish5							mummy5	vampire3	blunderbore3	bonefetish5							bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	A3L26	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 2	101	2	2	21	21	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3700	25	50	75	25	83	110	800	800	800	5	7	5	7	5	7	1	0	3	mummy5	vampire3	blunderbore3	bonefetish5								mummy5	vampire3	blunderbore3	bonefetish5							mummy5	vampire3	blunderbore3	bonefetish5							bat				30								0	30	26	Durance of Hate Level 2	To The Durance of Hate Level 2	A3L27	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 3	102	2	2	21	21	76	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	75	0	101	101	0	0	0	0	84	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	25	50	75	25	83	110	800	800	800	5	7	5	7	5	7	1	0	3	vampire4	vampire4										vampire4	vampire4									vampire4	bonefetish5									bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	A3L28	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 4 - Town	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	107	140	255	255	255	0	1	0	0	2025	0	25	50				0	0	0							0	0																																													0	32	27	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3900	26	51	76	26	82	110	800	800	800	8	10	8	10	8	10	1	0	3	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3						sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3					sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon1																	0	32	255	Outer Steppes	To The Outer Steppes	A4L2	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 2	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	26	51	76	26	83	110	800	800	800	8	10	8	10	8	10	1	0	3	willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3						willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3					willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon2																	0	32	255	Plains of Despair	To The Plains of Despair	A4L3	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 3	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	40	255	255	255	0	0	1	0	2025	27	52	77	27	84	110	800	800	800	8	10	8	10	8	10	1	0	3	bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2					bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2				bighead5	batdemon5	vilemother2	fingermage2	regurgitator2	doomknight2	megademon2																0	32	28	City of the Damned	To The City of the Damned	A4L4	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Lava 1	107	3	3			78	200	200	200	200	200	200	-1	-1	0	1	0	0	0	0	1	1	0	0	1	28	-1	-1	-1	-1	106	108	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3800	27	52	77	27	85	110	800	800	800	6	7	6	7	6	7	1	5	3	sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2					sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2				sandmaggot5	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon3																0	33	29	River of Flame	To The River of Flame	A4L5	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 4 - Diablo 1	108	3	3			78	120	120	120	120	120	120	1500	1000	0	1	0	0	0	0	1	1	0	0	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	28	53	78	28	85	110	800	800	800	6	7	6	7	6	7	1	0	3	fingermage3	doomknight3	megademon3									fingermage3	doomknight3	megademon3								fingermage3	doomknight3	megademon3																				0	33	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0	0
Expansion																																																																																																																																											
Act 5 - Town	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	1	0	0	0	1	1	0	0	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	107	0	0	0	0	0	1	0	0	2025	0	0	0				0	0	0							0	0																																													0	36	30	Harrogath	To Harrogath	A5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	1	0	0	0	0	1	0	0	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	80	110	0	650	650	4	6	4	6	4	6	0	0	2	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6				1	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	foulcrow5	vulture5	thornhulk5	slinger7	minion1	deathmauler1	overseer1							slinger7	bunny				3								0	37	255	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
Act 5 - Barricade 1	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3900	25	50	75	25	81	110	450	450	450	9	11	9	11	9	11	0	0	3	imp1	siegebeast2									1	imp3	siegebeast1	minion2	deathmauler2	sk_archer6	cr_archer6	cr_lancer6	slinger8	blunderbore5	overseer2	imp1	siegebeast2								overseer2	bunny				2								0	37	31	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
Act 5 - Barricade 2	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	113	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	26	51	76	26	81	110	350	350	350	9	11	9	11	9	11	0	0	3	overseer2	minion2									1	deathmauler3	minion4	siegebeast3	overseer5	imp3	slinger9	skmage_ltng5	skmage_fire5	goatman7	fallenshaman6	overseer2	minion2								fallenshaman6	bunny				2								0	37	32	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
Act 5 - Ice Cave 1	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	115	114	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	29	82	110	700	700	700	7	9	7	9	7	9	1	0	3	frozenhorror1	succubus3	bloodlord1								1	snowyeti1	frozenhorror1	succubus1	bloodlord3	sandraider7	sandleaper6	skmage_cold5	cr_archer7	wraith6	clawviper6	frozenhorror1	succubus3	bloodlord1							clawviper6													0	39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L7	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 1A	114	4	4			81	64	64	64	64	64	64	2000	1300	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	29	83	110	800	800	800	6	8	6	8	6	8	1	0	3	snowyeti2	succubus5	reanimatedhorde1								1	snowyeti1	frozenhorror1	succubus6	reanimatedhorde1	succubuswitch6	willowisp5	skmage_cold5	cr_lancer7	wraith6	clawviper6	snowyeti2	succubus5	reanimatedhorde1							clawviper6													0	39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2	115	4	4			82	200	200	200	200	200	200	2000	1464	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	113	117	116	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	29	83	110	700	700	700	7	9	7	9	7	9	1	0	3	deathmauler3	reanimatedhorde2	frozenhorror2								1	snowyeti1	frozenhorror1	reanimatedhorde1	skeleton6	wraith7	batdemon6	skmage_cold5	bloodlord6	skeleton6	clawviper7	deathmauler3	reanimatedhorde2	frozenhorror2							clawviper7													0	40	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L9	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2A	116	4	4			83	32	32	32	32	32	32	2000	1764	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	115	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	29	84	110	600	600	600	6	8	6	8	6	8	1	0	3	snowyeti1	succubus2									1	snowyeti2	succubus6	frozenhorror2	bighead6	goatman7	cr_archer7	skmage_cold5	wraith6	bloodlord6	sandraider7	snowyeti1	succubus2								sandraider7													0	40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Barricade Snow	117	4	4			84	128	80	128	80	128	80	2000	1896	0	1	1	0	0	0	0	1	0	0	3	31	11	1	-1	-1	115	0	118	0	0	0	0	0	72	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	27	52	77	27	81	110	550	550	550	9	11	9	11	9	11	0	0	3	siegebeast2	imp4									1	siegebeast2	imp2	deathmauler4	minion5	succubus5	sk_archer7	vulture5	skmage_ltng5	goatman10	pantherwoman6	siegebeast2	imp4								pantherwoman6	bunny				2								0	38	36	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129	0	0	25	25	25	25	25	25	0	0	0
Act 5 - Ice Cave 3	118	4	4			85	200	200	200	200	200	200	2000	2076	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	117	120	119	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	29	82	110	650	650	650	7	9	7	9	7	9	1	0	3	frozenhorror3	deathmauler3	bloodlord1								1	frozenhorror2	snowyeti2	bloodlord7	fallenshaman6	quillrat7	cr_lancer7	skmage_cold5	cr_lancer7	reanimatedhorde2	bighead6	frozenhorror3	deathmauler3	bloodlord1							bighead6													0	41	37	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
